brand,name,price,spec_rating,processor,CPU,Ram_type,ROM_type,GPU,display_size,OS,warranty,resolution,storage_gb,ram_gb,brand_encoded,processor_encoded,OS_encoded,Ram_type_encoded,ROM_type_encoded
Acer,Chromebook CB314-3H NX.K04SI.008 Laptop,26920,69.32352941176471,Intel Celeron N4500,"Dual Core, 2 Threads",LPDDR4X,SSD,Intel Integrated UHD,14.0,Chrome OS,1,2073600.0,64.0,8.0,1,176,1,6,1
Ultimus,Lite NU14U4INC44BN-CS Laptop,14490,69.32352941176471,Intel Celeron  N4020,"Dual Core, 2 Threads",DDR4,SSD,Intel Integrated UHD Graphics,14.1,Windows 11 OS,1,1049088.0,256.0,4.0,23,171,12,2,1
Dell,Inspiron 3520 IN3520KTMFJS01ORS1 Laptop,38990,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,6,15,12,2,1
Lenovo,IdeaPad Gaming 3 15ACH6 82K20289IN Laptop,52990,63.0,5th Gen AMD Ryzen 5 5500H,"Quad Core, 8 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,103,12,2,1
HP,Omen 17-ck2011TX Gaming Laptop,362999,88.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,16GB NVIDIA GeForce RTX 4090 ,17.3,Windows 11  OS,1,3686400.0,1024.0,32.0,9,76,11,4,1
Acer,Aspire 5 A515-58GM 15 2023 Gaming Laptop,64990,65.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,1,61,12,2,1
Acer,Nitro V ANV15-51 UN.QNASI.002 Gaming Laptop,62990,64.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",DDR5,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,1,61,12,4,1
Acer,One 11 Z8-284 UN.013SI.032 Laptop,18990,69.32352941176471,Intel Celeron N4500,"Dual Core, 2 Threads",DDR4,SSD,Intel Integrated UHD,11.6,Windows 11 OS,1,1049088.0,256.0,8.0,1,176,12,2,1
HP,Omen 16-u0022TX Gaming Laptop,169999,78.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 4050,16.1,Windows 11 OS,1,4096000.0,512.0,16.0,9,74,12,4,1
HP,Omen 16-u0021TX Gaming Laptop,189999,80.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,16.1,Windows 11 OS,1,4096000.0,1024.0,16.0,9,74,12,4,1
HP,Omen 16-u0024TX Gaming Laptop,298999,88.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4070,16.1,Windows 11 OS,1,4096000.0,2048.0,32.0,9,76,12,4,1
HP,Pavilion Plus ‎14-ey0789AU Laptop,99999,70.0,7th Gen Amd Ryzen 7 7840H,"Octa Core, 16 Threads",LPDDR5x,SSD,AMD Radeon 780M Graphics,14.0,Windows 11 OS,1,5184000.0,1024.0,16.0,9,148,12,10,1
HP,Omen 17-ck2008AX Gaming Laptop,267999,85.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,12GB NVIDIA GeForce RTX 4080,17.3,Windows 11 OS,1,3686400.0,1024.0,16.0,9,74,12,4,1
Lenovo,IdeaPad Pro 5 83AQ005SIN Gaming Laptop,108990,63.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",LPDDR5,SSD,6GB NVIDIA GeForce RTX 3050,16.0,Windows 11  OS,3,4096000.0,1024.0,16.0,14,73,11,8,1
Lenovo,IdeaPad Gaming 3 15IHU6 82K101R3IN Laptop,51990,69.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",DDR4,SSD,4GB NVIDIA GeForce GTX 1650,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,22,12,2,1
Asus,TUF Gaming F17 FX706HF-HX019W Laptop,62608,66.0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,17.3,Windows 11 OS,1,2073600.0,512.0,16.0,3,25,12,2,1
Acer,Aspire 5 A515-57G-58R7 Gaming Laptop,57999,67.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,1,39,12,2,1
Dell,Inspiron 5430 IN5430FR0KC001ORS1 Laptop,62990,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,6,58,12,8,1
Lenovo,IdeaPad Slim 5 82XD005RIN Laptop,71990,69.32352941176471,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",LPDDR5,SSD,Integrated Intel Iris Xe Graphics,14.0,Windows 11 OS,2,2304000.0,512.0,16.0,14,61,12,8,1
Lenovo,Legion Pro 7 2023 82WQ007TIN Gaming Laptop,297990,85.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,12GB NVIDIA Geforce RTX 4080,16.0,Windows 11 OS,1,4096000.0,1024.0,32.0,14,76,12,4,1
Lenovo,Legion Slim 5 82YA00DXIN Gaming Laptop,138490,78.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,16.0,Windows 11 OS,1,4096000.0,1024.0,16.0,14,70,12,4,1
Lenovo,Legion 5 Pro 82JQ010EIN Laptop,103395,77.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",DDR4,SSD,6GB NVIDIA GeForce RTX 3060,16.0,Windows 11 OS,1,4096000.0,512.0,16.0,14,114,12,2,1
Lenovo,IdeaPad 5 Pro 82SN00F0IN Gaming Laptop,88990,66.0,6th Gen AMD Ryzen 7 6800HS ,"Octa Core, 16 Threads",LPDDR5,SSD,4GB NVIDIA GeForce RTX 3050,16.0,Windows 11  OS,3,4096000.0,512.0,16.0,14,124,11,8,1
MSI,CreatorPro Z16 HX B13VKTO-214IN Laptop,419990,89.0,13th Gen Intel Core i9 13950HX,24 Cores (8P + 16E),DDR5,SSD,8GB NVIDIA RTX 3000 Ada,16.0,Windows 11 OS,2,4096000.0,2048.0,64.0,15,78,12,4,1
Lenovo,IdeaPad Flex 5 14IRU8 82Y0004TIN Laptop,87990,65.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",LPDDR4X,SSD,Intel Integrated Iris Xe,14.0,Windows 11 OS,1,2304000.0,512.0,16.0,14,66,12,6,1
Lenovo,IdeaPad Slim 3 82RK00EMIN Laptop,48990,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,37,12,2,1
MSI,Bravo 15 B7ED-011IN Gaming Laptop,79990,70.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",DDR5,SSD,4GB AMD Radeon RX6550M,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,15,136,12,4,1
Lenovo,IdeaPad 3 15IAU7 82RK00XDIN Laptop,33990,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel UHD Graphics ,15.6,Windows 11 OS,1,2073600.0,256.0,8.0,14,34,12,2,1
HP,14s-dr3002TU Laptop,26990,69.32352941176471,Intel Celeron N4500,"Dual Core, 2 Threads",DDR4,SSD,Intel UHD Graphics,14.0,Windows 11 OS,1,1049088.0,512.0,8.0,9,176,12,2,1
Acer,C734 NX.H8VSI.004 Chromebook Laptop,13990,69.32352941176471,Intel Celeron Dual Core N4500,"Dual Core, 2 Threads",LPDDR4X,Hard-Disk,Intel Integrated UHD,11.6,Chrome OS,1,1310720.0,64.0,4.0,1,174,1,6,0
Acer,TravelMate P2 TMP214-53 Business Laptop,49990,65.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",DDR4,SSD,Intel Integrated Iris Xe,14.0,Windows 11 OS,1,2073600.0,1024.0,16.0,1,28,12,2,1
MSI,Bravo 15 B7ED-012IN Gaming Laptop,59990,65.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,4GB AMD Radeon RX6550M,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,15,132,12,4,1
Asus,ROG Strix G15 G513RC-HN251WS Gaming Laptop,91990,71.0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",DDR5,SSD,4GB NVIDIA GeForce RTX RTX 3050,15.6,Windows 11 OS,1,2073600.0,1024.0,16.0,3,120,12,4,1
Asus,Vivobook 16 2023 X1605VA-MB957WS Laptop,95689,73.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",DDR4,SSD,Integrated Intel Iris Xe Graphics,16.0,Windows 11 OS,1,2304000.0,1024.0,16.0,3,75,12,2,1
Acer,Chromebook CB314-3H NX.K04SI.007 Laptop,26732,69.32352941176471,Intel Celeron Dual Core N4500,"Dual Core, 2 Threads",LPDDR4X,SSD,Intel Integrated UHD,14.0,Chrome OS,1,1310720.0,128.0,8.0,1,174,1,6,1
HP,Zbook FireFly 14 G8 4F0W6PA Laptop,89999,70.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",DDR4,SSD,Intel UHD Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,9,23,12,2,1
Asus,Vivobook S14 Flip TN3402QA-LZ751WS Laptop,69990,62.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",DDR4,SSD,AMD Radeon Graphics,14.0,Windows 11 OS,1,2304000.0,1024.0,16.0,3,114,12,2,1
Asus,Vivobook S14 Flip TN3402QA-LZ551WS Laptop,65391,69.32352941176471,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon Graphics,14.0,Windows 11 OS,1,2304000.0,1024.0,16.0,3,100,12,2,1
Lenovo,Thinkpad T14 Laptop,90000,69.32352941176471,4th Gen AMD Ryzen 7 PRO 4750U,"Octa Core, 16 Threads",DDR4,SSD,AMD Radeon Graphics,14.0,Windows 10 OS,1,2073600.0,512.0,16.0,14,90,10,2,1
Lenovo,IdeaPad Slim 3 82RK00VWIN Laptop,38390,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,34,12,2,1
Lenovo,IdeaPad 1 15AMN7 82VG00J5IN Laptop,40990,69.32352941176471,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,AMD Radeon 610M,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,129,12,8,1
Lenovo,IdeaPad Gaming 3 82K2028AIN Laptop,50990,62.0,5th Gen AMD Ryzen 5  5500H,"Quad Core, 8 Threads",DDR4,SSD,4GB  NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,96,12,2,1
Dell,Vostro 3520 Laptop,47990,69.32352941176471,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,6,23,12,2,1
Dell,Inspiron 15 3520 IN352092K4N001ORS1 Laptop,59990,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,6,37,12,2,1
Dell,Vostro 3530 Laptop,61990,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated Graphics ,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,6,58,12,2,1
Lenovo,V14 G4 Laptop,31990,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",LPDDR5,SSD,AMD Radeon,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,14,126,12,8,1
MSI,Creator M16 B13VE-1271IN Laptop,129990,82.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 4050,16.0,Windows 11 OS,2,2304000.0,1024.0,32.0,15,73,12,4,1
Lenovo,V15 G3 82TTA02UIH Laptop,49989,63.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,37,12,2,1
Dell,Vostro 3525 Laptop,42990,69.32352941176471,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,6,104,12,2,1
MSI,Creator Pro M16 B13VJ-1272IN Gaming Laptop,259990,83.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX A2000 Ada,16.0,Windows 11 OS,2,2304000.0,1024.0,32.0,15,73,12,4,1
Lenovo,IdeaPad Slim 3i 82X70032IN Laptop,44690,69.32352941176471,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",LPDDR5,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,55,12,8,1
Lenovo,IdeaPad Flex 5 Gen 8 82XX0070IN Laptop,61990,69.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",LPDDR4X,SSD,AMD Radeon AMD,14.0,Windows 11 OS,1,2304000.0,512.0,16.0,14,131,12,6,1
HP,ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop,123300,75.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",DDR5,SSD,Intel Iris Xe Graphics,16.0,Windows 11 OS,1,2304000.0,1024.0,16.0,9,45,12,4,1
Dell,Inspiron 3530 15 Laptop,74499,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,1024.0,16.0,6,58,12,2,1
Lenovo,IdeaPad Gaming 3 15IHU6 82K101PCIN Laptop,47990,65.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",DDR4,SSD,4GB NVIDIA GeForce GTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,22,12,2,1
Lenovo,Yoga 6 13ABR8 83B2007UIN Laptop,85990,71.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",LPDDR4X,SSD,AMD Radeon Graphics,13.3,Windows 11 OS,1,2304000.0,1024.0,16.0,14,135,12,6,1
Lenovo,IdeaPad Flex 5 82R900D4IN Laptop,61990,63.0,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",DDR4,SSD,AMD Radeon,14.0,Windows 11 OS,1,2304000.0,512.0,16.0,14,113,12,2,1
Ultimus,Neo NU14U3INT54BN Laptop,21990,69.32352941176471,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",DDR4,SSD,Intel Integrated Iris,14.1,Windows 11 OS,1,2073600.0,256.0,8.0,23,1,12,2,1
HP,Victus 15-fb0158AX Gaming Laptop,49990,67.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",DDR4,SSD,4GB AMD Radeon RX 6500M,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,101,12,2,1
Lenovo,Legion Slim 5 82Y9009KIN Gaming Laptop,112990,79.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 4050,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,14,139,12,4,1
Lenovo,Legion Slim 5 16APH8 82Y90042IN Gaming Laptop,127990,83.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,16.0,Windows 11 OS,1,4096000.0,512.0,16.0,14,139,12,4,1
HP,Pavilion x360 14-ek1021TU Laptop,91590,70.0,13th Gen Intel Core i7 1355U ,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated Iris Xe,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,9,67,12,2,1
HP,Victus 15-fa1062TX Gaming Laptop,103060,71.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,63,12,2,1
HP,15-fc0027AU Laptop,39600,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",LPDDR5,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,126,12,8,1
Lenovo,Legion Slim 5 16APH8 82Y9008MIN Gaming Laptop,137590,83.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,16.0,Windows 11 OS,1,4096000.0,512.0,16.0,14,139,12,4,1
Lenovo,ThinkBook 15 Gen 5 21JF0026MJ Laptop,53980,69.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",DDR4,SSD,AMD Radeon AMD,16.0,Windows 11 OS,1,2073600.0,512.0,16.0,14,135,12,2,1
Acer,Swift Go 14 NX.KG3SI.005 Laptop,54990,60.0,7th Gen AMD Ryzen 5  7530U,"Hexa Core, 12 Threads",LPDDR4X,SSD,AMD Radeon Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,1,128,12,6,1
Asus,VivoBook 15 X515MA-BR022WS Laptop,28099,69.32352941176471,Intel Celeron N4020,"Dual Core, 2 Threads",DDR4,SSD,Intel Integrated UHD 600,15.6,Windows OS,1,1049088.0,512.0,8.0,3,175,13,2,1
HP,Spectre 17-cs0097nr Foldable Laptop,415000,67.0,12th Gen Intel Core i7 1250U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,17.0,Windows 11 OS,1,4915200.0,1024.0,16.0,9,44,12,8,1
Fujitsu,CH‎ 4ZR1L82433 Laptop,64990,66.0,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",DDR5,SSD,Intel Iris Xe Graphics,13.3,Windows 11 OS,2,2073600.0,512.0,16.0,7,57,12,4,1
Fujitsu,CH‎ 4ZR1L82434 Laptop,84990,69.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",DDR5,SSD,Intel Iris Xe Graphics,13.3,Windows 11 OS,2,2073600.0,1024.0,16.0,7,66,12,4,1
Tecno,Megabook T1 Laptop,52999,67.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",LPDDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,1024.0,16.0,22,28,12,5,1
Tecno,Megabook T1 Laptop,34999,63.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",LPDDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,22,15,12,5,1
Asus,Vivobook 15X OLED M3504YA-LK752WS Laptop,65990,67.0,7th Gen AMD Ryzen 7  7730U,"Octa Core, 16 Threads",DDR4,SSD,Integrated AMD Radeon Graphics,15.6,Windows 11 OS,1,2073600.0,1024.0,16.0,3,133,12,2,1
HP,Victus 15-fb1016AX  Gaming Laptop,56990,67.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,132,12,4,1
Lenovo,ThinkPad E15 20TDS0AD00 Laptop,88999,64.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",DDR4,SSD,Intel Iris Xe Graphics,15.6,Windows 10 OS,1,2073600.0,1024.0,16.0,14,23,10,2,1
Lenovo,Ideapad 3 15ITL06 82H803GUIN Laptop,35990,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,15,12,2,1
Lenovo,Yoga 7 82YL0060IN Laptop,111490,76.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Integrated Intel Iris Xe Graphics,14.0,Windows 11 OS,1,5184000.0,512.0,16.0,14,68,12,8,1
HP,250 G9 7N179PA Laptop,50990,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,1,1049088.0,512.0,8.0,9,37,12,2,1
Lenovo,Thinkpad E15 21E6S07S00 Laptop,89500,64.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,14,37,12,2,1
Lenovo,Ideapad Slim 5 82XE004QIN Laptop,66388,62.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon Graphics,14.0,Windows 11 OS,1,2304000.0,512.0,16.0,14,131,12,2,1
Asus,Vivobook Pro 15 M6500QC-HN551WS Laptop,66990,63.0,5th Gen AMD Ryzen 5 5600HS,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,1024.0,16.0,3,106,12,2,1
Asus,Vivobook Pro 15 M6500QC-HN751WS Laptop,74990,64.0,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,1024.0,16.0,3,116,12,2,1
HP,255 G9 841W6PA Laptop,26990,69.32352941176471,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",DDR4,SSD,AMD Radeon Graphics,15.6,DOS 3.0 OS,1,1049088.0,512.0,8.0,9,85,2,2,1
Dell,15 Inspiron 3530 Laptop,65990,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,1024.0,8.0,6,58,12,2,1
Asus,Vivobook 16X 2023 K3605ZC-MBN752WS Laptop,87990,73.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,16.0,Windows 11 OS,1,2304000.0,1024.0,16.0,3,48,12,2,1
Dell,Inspiron 3520 IN3520KTMFJS1ORGR1 Laptop,36480,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,6,15,12,2,1
Dell,Inspiron 3530 IN3530RW8JY001ORS1 Laptop,63989,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated Integrated Intel® UHD Graphics,15.6,Windows 11 OS,1,2073600.0,1024.0,8.0,6,58,12,2,1
Asus,TUF Gaming F15 90NR0GW1-M00F00 Laptop,90990,64.0,12th Gen Intel Core i7 12700H ,20 Threads,DDR5,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11  OS,1,2073600.0,1024.0,16.0,3,52,11,4,1
Asus,Vivobook 16X 2023 K3605ZV-MBN741WS Laptop,104990,72.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",DDR4,SSD,NVIDIA Geforce RTX,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,3,48,12,2,1
HP,240 G9 ALC 7M658PA Laptop,64800,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated,14.0,DOS OS,1,1049088.0,512.0,8.0,9,37,3,2,1
Asus,Chromebook CX1400FKA-EC0158 Laptop,27990,69.32352941176471,Intel Celeron N4500,"Dual Core, 2 Threads",LPDDR4X,SSD,Intel Integrated UHD,14.0,Chrome OS,1,2073600.0,64.0,4.0,3,176,1,6,1
Asus,Chromebook CX1400CKA-EK0335 Laptop,14990,69.32352941176471,Intel Celeron N4500,"Dual Core, 2 Threads",LPDDR4X,SSD,Intel Integrated UHD,14.0,Chrome OS,1,2073600.0,128.0,4.0,3,176,1,6,1
Asus,Chromebook CX1500CKA-EJ0241 Laptop,22990,69.32352941176471,Intel Celeron N4500,"Dual Core, 2 Threads",LPDDR4X,SSD,Intel Integrated UHD,15.6,Chrome OS,1,2073600.0,64.0,4.0,3,176,1,6,1
Asus,Chromebook CX1500CKA-EJ0277 Laptop,23990,69.32352941176471,Intel Celeron N4500,"Dual Core, 2 Threads",LPDDR4X,SSD,Intel Integrated UHD,15.6,Chrome OS,1,2073600.0,128.0,4.0,3,176,1,6,1
HP,250 G9 7M659PA Laptop,42900,62.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel Integrated,15.6,Windows 11 OS,1,1049088.0,512.0,8.0,9,34,12,2,1
Gigabyte,G6 KF Gaming Laptop,130000,71.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,16.0,Windows 11 OS,0,2304000.0,512.0,16.0,8,70,12,4,1
Gigabyte,G5 KF-E3IN313SH Laptop,94990,73.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,15.6,Windows 11 OS,2,2073600.0,512.0,8.0,8,42,12,4,1
Lenovo,ThinkBook 15 G3 ACL 21A4003KUS Laptop,57990,60.0,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",DDR4,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,14,110,12,2,1
Asus,Vivobook 16X K3605ZU-MBN742WS Laptop,104222,72.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",DDR4,SSD,6GB NVIDIA Geforce RTX 4050,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,3,48,12,2,1
Fujitsu,UH-X ‎4ZR1M37246 Laptop,69990,65.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,2,2304000.0,512.0,16.0,7,58,12,8,1
Lenovo,IdeaPad Slim 5 82XE0072IN Laptop,63990,69.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",DDR4,SSD,AMD Integrated SoC,14.0,Windows 11 OS,1,2304000.0,512.0,16.0,14,135,12,2,1
